country,date,fatalities,flight_model,location,operator
Russia,26-08-2017,0,Antonov An-2R,"near Yeniseisk, K...",Aviakompaniya Feniks
South Sudan,28-08-2017,0,Antonov An-26B,Maban Airstrip,Coco Aviation
Iraq,??-AUG-2017,0,Lockheed Hercules C.4 (C-130J-30),Erbil Intern...,RAF
Russia,02-09-2017,2,Antonov An-2V,Chernoye Air...,private
Russia,02-09-2017,0,Antonov TR-301,near Turinskaya S...,Polemaks
Venezuela,04-09-2017,0,Antonov An-2P,La Paragua A...,AC)reo Transporte La MontaC1a
Venezuela,04-09-2017,2,BAe-125-700A,Hato Viejo,Unknown
India,05-09-2017,0,Boeing 737-8HG (WL),Cochin Inter...,Air India Express
Venezuela,05-09-2017,1,Antonov An-2R,Playa Linda,Unknown
Sint Maarten,06-09-2017,0,BN-2A-26 Islander,Sint Maarten...,Windward Express Airways
D.R. Congo,10-09-2017,0,Antonov An-26B,Goma Airport..., Serve Air
USA,12-09-2017,0,Embraer EMB-120ER Brasilia,Greeley-Weld...,Air Charter Express
USA,12-09-2017,0,Boeing 767-375ER,Los Angeles ...,Air Canada
USA,12-09-2017,0,Boeing 737-924ER (WL),Los Angeles ...,United Airlines
Bahamas,13-09-2017,0,BN-2A-26 Islander,Nassau-Lynde...,Golden Wings Charter
USA,13-09-2017,0,Canadair CRJ-200ER,Charlotte-Do...,"PSA Airlines, opf American Eagle"
Barbados,15-09-2017,0,Airbus A321-231 (WL),Bridgetown-G...,American Airlines
U.K.,15-09-2017,0,Boeing 737-8AS (WL),London-Stans...,Ryanair
USA,16-09-2017,0,Cessna 208B Grand Caravan,Sedona Airpo...,Westwind Air Service
Turkey,21-09-2017,0,Cessna 650 Citation VII,Istanbul-Ata...,Avione Jet
Malaysia,24-09-2017,0,Beech B200GT King Air 250,Kuching Airp...,Hornbill Skyways
D.R. Congo,30-09-2017,8,Antonov An-12B,near Kinshasa-N'D...,D.R. Congo AF
Greenland,30-09-2017,0,Airbus A380-861,near southern Gre...,Air France
USA,30-09-2017,0,Airbus A321-231,Washington-R...,American Airlines
USA,30-09-2017,0,Boeing 737-823 (WL),Washington-R...,American Airlines
Brazil,02-10-2017,0,Cessna 208B Grand Caravan,ParC! de Mina...,Private
Kazakhstan,03-10-2017,5,Antonov An-28,near Almaty Airpo...,East Wing
Afghanistan,03-10-2017,0,Cessna 208B Grand Caravan,Nili Airport,Afghan Air Force
Maldives,04-10-2017,0,DHC-6 Twin Otter 300,near MalC)-Velana ...,Maldivian
Peru,04-10-2017,0,Antonov An-32B,Mazamari-Man...,Peruvian Navy
Somalia,07-10-2017,0,Cessna 208B Grand Caravan,Xuddur Airport,"Penial Air, opf Sigale Air"
Angola,12-10-2017,7,Embraer EMB-120ER,near CuC-lo,Guicango
Philippines,13-10-2017,0,Airbus A320-214,Iloilo Inter...,Cebu Pacific Air
Cote d'Ivoire,14-10-2017,4,Antonov An-26-100,near Abidjan-Feli...,Valan Int'l Cargo
Canada,14-10-2017,0,Beech 1900D,Moncton/Grea...,Exploits Valley Air Services
Australia,14-10-2017,0,Boeing 737-838 (WL),Sydney-Kings...,Qantas
U.K.,16-10-2017,0,BAe 4100 Jetstream 41,Chester/Hawa...,Eastern Airways
Brazil,17-10-2017,1,Cessna 208 Caravan I,"Rio Negro, P...",Greenpeace Brasil
Peru,19-10-2017,0,Beech 200C Super King Air,near Nuevo Saposoa,Air Majoro
Canada,21-10-2017,0,Beech 200 Super King Air,Prince Alber...,Transwest Air
USA,21-10-2017,0,Beech B200 Super King Air,Anchorage-Te...,Bering Air
Tanzania,25-10-2017,0,Cessna 208B Grand Caravan,Lobo Wildlif...,Coastal Aviation
Australia,27-10-2017,0,Beech B200 Super King Air,Lord Howe Is...,Eastern Air Services
USA,27-10-2017,0,Cessna 560 Citation V,Akron/Canton...,Private Jets LLC
Germany,29-10-2017,0,Cessna 550 Citation Bravo,Bremen Airpo...,Tropic
Atlantic Ocean,30-10-2017,0,Boeing 767-338ER (WL),Toronto - Lo...,WestJet
Canada,02-11-2017,0,Swearingen SA227-AC Metro III,Thompson Air...,Perimeter Aviation
Canada,06-11-2017,0,Cessna 208B Grand Caravan,Coffee Creek...,Alkan Air
Russia,07-11-2017,1,Antonov An-2,"Ekimchan, Am...",DalTransAero
South Africa,08-11-2017,0,Avro RJ85,near Johannesburg,Airlink
Canada,09-11-2017,0,DHC-8-402Q Dash 8,Toronto City...,"Air Canada Express, opb Jazz Aviation"
Netherlands,11-11-2017,0,Boeing 747-428FER,Maastricht/A...,"Saudi Arabian, opb ACT Airlines"
Russia,15-11-2017,6,Let L-410UVP-E20,near Nelkan Airport,Khabarovsk Avia
Tanzania,15-11-2017,11,Cessna 208B Grand Caravan,Empakaai area,Coastal Aviation
Maldives,16-11-2017,0,DHC-6 Twin Otter 200HG,Dhaalu Atoll,Maldivian
Belize,17-11-2017,0,Cessna 208B Grand Caravan,Placencia Ai...,Tropic Air
Australia,19-11-2017,0,ATR-72-600,Canberra Air...,Virgin Australia Airlines
Pacific Ocean,22-11-2017,3,Grumman C-2A Greyhound,near Okinawa,US Navy
Ghana,25-11-2017,0,ATR-72-500,Accra-Kotoka...,Starbow
France,27-11-2017,0,Embraer EMB-550 Legacy 500,Paris-Le Bou...,private
USA,27-11-2017,0,Airbus A330-343,New York-Joh...,Virgin Atlantic
USA,27-11-2017,0,Boeing 777-36NER,New York-Joh...,EgyptAir
Nepal,28-11-2017,0,DHC-6 Twin Otter 300,Simikot Airp..., Tara Air
Singapore,29-11-2017,0,Boeing 777-212ER,Singapore-Ch...,Singapore Airlines
Canada,02-12-2017,0,Boeing 777-35EER,Toronto-Pear...,Eva Air
USA,03-12-2017,0,Airbus A319-115 (WL),Miami Intern...,American Airlines
USA,03-12-2017,0,Boeing 737-823 (WL),Miami Intern...,American Airlines
Qatar,08-12-2017,0,Airbus A321-231,Doha-Hamad I...,Qatar Airways
P.N. Guinea,08-12-2017,0,GAF Nomad N.22C,Buka Airport...,Bayswater Road Ltd.
Canada,13-12-2017,1,ATR 42-320,near Fond-du-Lac ...,West Wind Aviation
Germany,14-12-2017,3,Cessna 510 Citation Mustang,Sieberatsreu...,Skytaxi Luftfahrt
Russia,19-12-2017,4,Antonov TVS-2MS,Naryan-Mar A...,Naryan-Mar Air Enterprise
U.K.,22-12-2017,0,Embraer ERJ-145EP,Bristol Airp...,bmi regional
P.N. Guinea,23-12-2017,1,BN-2A Islander,near Dinangat Vil...,North Coast Aviation
USA,23-12-2017,0,DC-9-33F,between Anch...,Everts Air Cargo
USA,27-12-2017,0,Cessna 525A CitationJet CJ2,Michigan Cit...,"Van E Aviation LLC, opb Integrated Flight Resources Inc."
Costa Rica,31-12-2017,12,Cessna 208B Grand Caravan,near Punta Islita...,Nature Air
Finland,04-01-2018,0+ 1,Gulfstream G150,KittilC$ Airp...,Private Airlines Germany
Canada,05-01-2018,0,Boeing 737-8CT (WL),Toronto-Pear...,WestJet
Canada,05-01-2018,0,Boeing 737-8FH (WL),Toronto-Pear...,Sunwing Airlines
Venezuela,06-01-2018,0,Antonov An-2TP,La Paragua A...,Unknown
South Sudan,07-01-2018,0+ 1,Cessna 208B Grand Caravan,Akobo,Unknown
Bahamas,09-01-2018,0,Embraer EMB-110P1 Bandeirante,Governor's H...,Pineapple Air
USA,10-01-2018,0,Swearingen SA227-AT Merlin IVC,Rock Springs...,Ameriflight
Turkey,13-01-2018,0,Boeing 737-82R (WL),Trabzon Airp...,Pegasus Airlines
Bangladesh,16-01-2018,0,BAe-748,Jessore Airp...,Bismillah Airlines
Kazakhstan,16-01-2018,0,Antonov An-2,near Zhetygen Air...,Kazakhstan Air Defence Force
Turkey,17-01-2018,3,IPTN/CASA CN-235M-100,Hodulluca Me...,Turkish AF
USA,18-01-2018,0,Convair CV-580F,Brownsville-...,Air Tribe
Somalia,20-01-2018,0,Embraer EMB-120ER Brasilia,Mogadishu Ad...,"European Union, lsf AirTraffic Africa"
Somalia,20-01-2018,0,Let L-410UVP,Mogadishu Ad...,Galeyr Airline
Nigeria,25-01-2018,0,Gulfstream G200,Abuja Intern...,Nestoil
Germany,25-01-2018,0,Airbus A320,Berlin-SchC6n...,Unknown
China,29-01-2018,12,Shaanxi Y-8GX-3,"Zhengchang, ...",China Air Force
Russia,11-02-2018,71,Antonov An-148-100B,near Stepanovskoy...,Saratov Airlines
Iran,16-02-2018,0,Fokker 100,Mashhad Airp...,Qeshm Air
Iran,18-02-2018,66,ATR 72-212,near Yasuj Airpor..., Iran Aseman Airlines
Nigeria,20-02-2018,0,MD-83,Port Harcour...,Dana Air
U.K.,21-02-2018,0,Cessna 208B Grand Caravan,Netheravon A...,Army Parachute Association
Canada,23-02-2018,0,Beech B100 King Air,Abbotsford A...,Island Express Air
Canada,26-02-2018,0,Beech A100 King Air,Havre-Saint-...,Strait Air
Estonia,28-02-2018,0,Airbus A320-214,Tallinn-Lenn...,SmartLynx Airlines Estonia
Venezuela,01-03-2018,0,Beech 200 Super King Air,Charallave-C...,Unknown
D.R. Congo,04-03-2018,0,Boeing 737-322 (SF),Lubumbashi I..., Serve Air
Syria,06-03-2018,39,Antonov An-26,near Latakia-Khme...,Russian AF
Iran,11-03-2018,11,Canadair Challenger 604,near Shahr-e Kurd,MC Aviation
Nepal,12-03-2018,51,DHC-8-402Q Dash 8,Kathmandu-Tr...,US-Bangla Airlines
Belize,15-03-2018,0,Beech B200 Super King Air,"near Blue Creek, ...",Unknown
USA,16-03-2018,0,Beech C99,Hastings Air...,Ameriflight
Canada,17-03-2018,0,Canadair CRJ-200ER,Montreal-Pie...,"Air Canada Express, opb Jazz Aviation"
USA,20-03-2018,0,DHC-6 Twin Otter 300,"near Deadhorse, AK",Bald Mountain Air Services
France,25-03-2018,0,ATR 42-500,Aurillac Air...,HOP!
USA,26-03-2018,0,CASA C-212 Aviocar,Sheridan Air...,Bighorn Airways
USA,26-03-2018,0,CASA C-212 Aviocar 200,Sheridan Air...,Bighorn Airways
Spain,27-03-2018,0,Airbus A319-111,Murcia-San J...,easyJet
Israel,28-03-2018,0,Boeing 737-76J (WL),Tel Aviv-Ben...,Germania
Israel,28-03-2018,0,Boeing 767-3Q8ER,Tel Aviv-Ben...,El Al
Bolivia,29-03-2018,0,Swearingen SA227-DC Metro 23,Riberalta-Ca...,LC-nea AC)rea Amaszonas
Mexico,29-03-2018,0,ATR-72-600,Mexico City-...,Aeromar
Mexico,29-03-2018,0,ATR 42-500,Mexico City-...,Aeromar
USA,29-03-2018,0,Beech 99,Pilot Point ...,Lake Clark Air
USA,30-03-2018,0,Cessna 650 Citation III,Orlando-Cent...,2M Leasing LLC
USA,31-03-2018,0,Cessna 208B Grand Caravan,near Gardiner Air...,Skydive the Ranch
USA,02-04-2018,0,Cessna 525C Citation CJ4,Marion Munic...,Avis Industrial Corporation
USA,04-04-2018,0,Learjet 45XR,Houston-Will...,ERG Holdings LLC
USA,04-04-2018,0,Learjet 40XR,Houston-Will...,Union Gas Air Ventures I
USA,04-04-2018,0,Cessna 560XL Citation Excel,Houston-Will...,MTC Enterprises
USA,04-04-2018,0,Learjet 60,Houston-Will...,Henning Aviation
South Sudan,05-04-2018,0,Antonov An-26,Wau Airport ...,Mega Aircompany
Japan,09-04-2018,0,Boeing 737-9B5,Osaka-Kansai...,Korean Air
Norway,09-04-2018,0,Beech 200 Super King Air,Stavanger-So...,Airwing
Algeria,11-04-2018,257,Ilyushin Il-76TD,near Boufarik Air...,Algerian AF
USA,11-04-2018,0,Cessna 208B Grand Caravan,near Atqasuk Airp...,"Hageland Aviation Services, opf Ravn Connect"
Kenya,12-04-2018,0,Cessna 208B Grand Caravan,"El Barde, So...",Penial Air
USA,13-04-2018,0,Lockheed P-3C Orion,"near Omaha, NE",US Navy
South Sudan,14-04-2018,0,Antonov An-74-200,Akola village,Ayk Avia
China,15-04-2018,0,Airbus A321-213,Zhengzhou-Xi...,Air China
USA,15-04-2018,1,Cessna 525 CitationJet,"near Crozet, VA",private
Canada,15-04-2018,0,Cessna 550 Citation Bravo,Winnipeg-Jam...,Private
Canada,15-04-2018,0,Bombardier Challenger 605,Winnipeg-Jam...,Morningstar Partners Ltd.
Canada,15-04-2018,0,DHC-6 Twin Otter 100,Prince Alber...,Transwest Air
France,16-04-2018,0,Cessna 525 CitationJet CJ1,Le Touquet A...,private
USA,17-04-2018,1,Boeing 737-7H4 (WL),near Philadelphia...,Southwest Airlines
U.K.,17-04-2018,0,DHC-8-402Q Dash 8,Newquay-Corn...,Flybe
USA,18-04-2018,0,Airbus A330-302,Atlanta-Will...,Delta Air Lines
USA,20-04-2018,0,MD-83,Alexandria I...,World Atlantic Airlines
Indonesia,29-04-2018,0,Boeing 737-8GP (WL),Gorontalo-Ja...,Lion Air
Libya,29-04-2018,3,Lockheed C-130H-30 Hercules,near Sharara Airs...,Libyan Air Force
USA,29-04-2018,0,Beech 1900C,Sioux Falls ...,Alpine Aviation
U.K.,30-04-2018,0,Boeing 737-8AS (WL),London-Stans...,Ryanair
USA,02-05-2018,9,Lockheed WC-130H Hercules,near Savannah/Hil...,USAF
Colombia,02-05-2018,4,Beech C99,near IbaguC),Colombian Police
South Africa,03-05-2018,0,Dassault Falcon 900EX,Johannesburg...,Blueport Trade 121 (Pty) Ltd.
Spain,04-05-2018,0,Cessna 525C Citation CJ4,Santiago de ...,Aluminios Cortizo
Brazil,05-05-2018,0,Embraer KC-390,GaviC#o Peixo...,Embraer
USA,07-05-2018,0,Boeing 737-8H4 (WL),Baltimore/Wa...,Southwest Airlines
P.N. Guinea,12-05-2018,0,Lockheed L-100-30 Hercules,Port Moresby...,"Lynden Air Cargo, opf PNG Air"
P.N. Guinea,12-05-2018,0,Boeing 737-8BK (WL),Port Moresby...,Air Niugini
Turkey,13-05-2018,0,Airbus A321-231,Istanbul-Ata...,THY
Turkey,13-05-2018,0,Airbus A330-323,Istanbul-Ata...,Asiana Airlines
Ireland,13-05-2018,2,Cessna 208B Grand Caravan,near Clonbullogue...,"Irish Parachute Club, lsf Parachuting Caravan Leasing"
Mexico,15-05-2018,2,Cessna 208B Grand Caravan,near TuzantC!n,private
Nepal,16-05-2018,2,Cessna 208B Grand Caravan,Simikot Pass, Makalu Air
Cuba,18-05-2018,112,Boeing 737-201 Adv.,near Havana-JosC) ...,"Cubana, lsf Global Air"
China,20-05-2018,0,Gulfstream G200 Galaxy,Yangzhou Tai...,Star Jet
Saudi Arabia,21-05-2018,0,Airbus A330-243,Jeddah-King ...,"Saudi Arabian, lsf Onur Air"
Brazil,22-05-2018,0,Cessna 208B Grand Caravan,near Manaus-Aeroc...,Amazonaves TC!xi AC)reo
Honduras,22-05-2018,0,Gulfstream G200 Galaxy,Tegucigalpa-...,private
Mexico,24-05-2018,0,Swearingen SA227-AC Metro III,Saltillo-Pla...,Aeronaves TSM
D.R. Congo,30-05-2018,0,Cessna 208B Grand Caravan,Kamonia Airs...,"Air Serv Limited, opf UNHAS"
C.A.R.,30-05-2018,0,Cessna 208B Grand Caravan,near Obo-AIM Airf...,Asure Air
Algeria,03-06-2018,1,Lockheed C-130H Hercules,near Biskra Airpo...,Algerian AF
Kenya,05-06-2018,10,Cessna 208B Grand Caravan,near Njabini,Fly-SAX
France,06-06-2018,0,Cessna 525A CitationJet CJ2+,Saint Tropez...,ProAir
Romania,06-06-2018,0,Antonov An-2R,"Baleni, Gala...",Aeroserv
Nepal,09-06-2018,0,DHC-6 Twin Otter 300,Jumla Airpor..., Tara Air
Germany,11-06-2018,0,Airbus A340-313,Frankfurt In...,Lufthansa
Falkland Isl.,11-06-2018,0,BN-2B-26 Islander,Beaver Islan...,FIGAS
P.N. Guinea,14-06-2018,0,DHC-8-202Q Dash 8,Mendi Airpor...,LinkPNG
Ukraine,14-06-2018,0,MD-83,Kiev-Igor Si...,Bravo Airways
Indonesia,18-06-2018,0,Cessna 208B Grand Caravan,near Nabire Airpo...,Spirit Avia Sentosa
USA,21-06-2018,0,Embraer ERJ-170LR (ERJ-170-100 LR),Columbus-Joh...,"Republic Airlines, opf Delta Connection"
Indonesia,22-06-2018,0,DHC-6 Twin Otter 300,Kenyam Airstrip,Dimonim Air
Guinea,24-06-2018,4,Let L-410UVP,"SouguC)ta, Ki...",Eagle Air
Indonesia,25-06-2018,0,DHC-6 Twin Otter 300,Kenyam Airstrip,Trigana Air Service
South Korea,26-06-2018,0,Boeing 777-2B5ER,Seoul-Gimpo ...,Korean Air
South Korea,26-06-2018,0,Airbus A330-323,Seoul-Gimpo ...,Asiana Airlines
USA,26-06-2018,0,Learjet 60,Salt Lake Ci...,FAA
Syria,26-06-2018,0,Ilyuhsin Il-76,Damascus Int...,Iran AF
Russia,27-06-2018,0,Antonov An-2R,Nizhneudinsk...,Feniks
Belize,30-06-2018,0,BN-2A-26 Islander,San Pedro Ai...,Maya Island Air
USA,04-07-2018,0,Cessna 208B Grand Caravan,Chicago-O'Ha...,Air Choice One
South Sudan,05-07-2018,0,Cessna 208B Grand Caravan,near Padek Airstrip,Flex Air Charters
Australia,05-07-2018,0,Dornier 228-202,Thangool Air...,GAM
Morocco,06-07-2018,0,ATR 72-600 (72-212A),Fez-Sais Air...,"TAP Express, opb White Airways"
Canada,09-07-2018,0,DHC-3T Texas Turbine Otter,"Parker Lake, NU",Ookpik Aviation
South Africa,10-07-2018,1,Convair CV-340,near Pretoria-Won...,Rovos Air
USA,10-07-2018,0,DHC-3T Vazar Turbine Otter,"Mount Jumbo,...",Taquan Air
Colombia,11-07-2018,0,Douglas DC-3C,San Felipe A...,Air Colombia
USA,16-07-2018,0,Curtiss C-46F,Manley Hot S...,Everts Air Fuel
Argentina,16-07-2018,0,Boeing 737-8F2 (WL),Cataratas de...,Flybondi
Egypt,20-07-2018,0,Antonov An-26B,near Al Alamain,Kazairtrans Airline
USA,21-07-2018,0,Douglas C-47B (DC-3),Burnet Munic...,"CAF, Highland Lakes Squadron"
Ireland,22-07-2018,0,Cessna 750 Citation X,Cork Airport...,Textron Inc.
USA,23-07-2018,0,Cessna 560 Citation Encore,near Tulsa Intern...,Encore N866VP LLC
D.R. Congo,27-07-2018,5,Antonov An-2R,near Kamako, Air Kasai
USA,27-07-2018,0,Boeing 767-38EER,Portsmouth I...,Atlas Air
Vanuatu,28-07-2018,0,ATR 72-500 (72-212A),Port Vila-Ba...,Air Vanuatu
Vanuatu,28-07-2018,0,BN-2A-8 Islander,Port Vila-Ba...,Unity Airlines
Vanuatu,28-07-2018,0,BN-2A-27 Islander,Port Vila-Ba...,Air Taxi Vanuatu
Russia,30-07-2018,0,Antonov An-2R,Evenki Distr...,private
Mexico,31-07-2018,0,Embraer ERJ-190AR,Durango-Guad...,AeromC)xico Connect
USA,01-08-2018,0,Beech B300 King Air 350,near Wilmington-N...,Atlantic Transportation of Wilmington
Switzerland,04-08-2018,20,Junkers Ju-52/3mg4e,near Piz Segnas,Ju-Air
India,07-08-2018,0,Cessna 208B Grand Caravan,Lalgarh Airport,Supreme Airlines
Mexico,07-08-2018,0,Dassault Falcon 20D,near San Luis Pot...,Alliance Air Charter
Turkey,09-08-2018,0,Boeing 787-8 Dreamliner,Istanbul-Ata...,RAM
Turkey,09-08-2018,0,Boeing 777-3F2ER,Istanbul-Ata...,THY
USA,10-08-2018,1,DHC-8-402Q Dash 8,Ketron Islan...,"Horizon Air, opf Alaska Airlines"
USA,13-08-2018,1,Cessna 525 CitationJet,"Payson, UT",Vancon Holdings
USA,13-08-2018,0,Airbus A321-271N,Los Angeles ...,Hawaiian Airlines
Italy,15-08-2018,0,Boeing 777-367ER,Roma-Fiumici...,Cathay Pacific
Philippines,16-08-2018,0,Boeing 737-85C (WL),Manila-Ninoy...,Xiamen Airlines
Germany,19-08-2018,0,Antonov An-2T,Gera-Leumnit...,OstthC<ringer Fallschirmsportclub
Taiwan,22-08-2018,0,ATR 72-600 (72-212A),Taichung-Chi...,Mandarin Airlines
Atlantic Ocean,25-08-2018,0,Grumman HU-16C Albatross,near Cape Hattera...,Stargazer Aero
South Sudan,26-08-2018,0,Cessna 208B Grand Caravan,Pieri Airstrip,Bush Air Safaris
Canada,26-08-2018,0,Boeing 767-333ER (WL),near Vancouver In...,Air Canada Rouge
Macau,28-08-2018,0,Airbus A320-214,Macau Airpor...,Beijing Capital Airlines
Bulgaria,28-08-2018,0,Antonov An-2R,near Brusartsi,Air Mizia
Ethiopia,30-08-2018,18,DHC-6 Twin Otter 300,near Mojo,Ethiopian AF
Russia,01-09-2018,0,Boeing 737-8AS (WL),Adler/Sochi ...,UTAir
USA,03-09-2018,0,Beech B200 Super King Air,Burbank-Bob ...,West Coast Aircraft Shares LLC
South Sudan,09-09-2018,20,Let L-410UVP,near Yirol Airport,Slaver Company
Canada,15-09-2018,0,Canadair CL-415,Whitehead Po...,Gov. of Newfoundland and Labrador
Syria,17-09-2018,15,Ilyushin Il-20M,near Latakia-Khme...,Russian AF
USA,18-09-2018,0,BAe-125-700A,Santa Fe Air...,Aviation Leasing Group Inc.
Serbia,18-09-2018,0,Antonov An-2R,near Jagodina,STS Aviatsija
USA,20-09-2018,0,Embraer EMB-120ER Brasilia,"Houston, TX",Berry Aviation
Canada,24-09-2018,0,Airbus A340-313,Vancouver In...,Philippine Air Lines
Brazil,24-09-2018,0,Honda HA-420 HondaJet,Foz do IguaC'...,ALTA
USA,25-09-2018,1,Beech 200 Super King Air,near Oscoda Wurts...,Kalitta Charters
Bangladesh,26-09-2018,0,Boeing 737-8Q8 (WL),Chittagong-S...,US-Bangla Airlines
USA,27-09-2018,2,Dassault Falcon 50,Greenville D...,Air America Flight Services
Pacific Ocean,27-09-2018,1,Cessna 208B Supervan 900,"near Sendai, Japan",CGG Aviation Australia
Micronesia,28-09-2018,1,Boeing 737-8BK (WL),Chuuk/Weno I...,Air Niugini
Brazil,28-09-2018,0,Airbus A320-232,SC#o Paulo-Co...,LATAM Airlines Brasil
Venezuela,01-10-2018,0,Antononv An-2T,near Uriman,Inversiones Moraima
Sudan,03-10-2018,0,Antonov An-32,Khartoum Air...,Sudan AF
Sudan,03-10-2018,0,Antonov An-26,Khartoum Air...,Sudan AF
USA,08-10-2018,0,Beech 1900C,Gambell Airp...,"Ravn Connect, opb Frontier Flying Service"
Russia,10-10-2018,0,Sukhoi Superjet 100-95B,Yakutsk Airp...,Yakutia Airlines
Indonesia,10-10-2018,0,Cessna 208B Grand Caravan EX,Beoga Airstrip,Jhonlin Air Transport
India,12-10-2018,0,Boeing 737-8HG (WL),Tiruchirappa...,Air India Express
Nigeria,12-10-2018,0,ATR 72-202,Lagos-Murtal...,Overland Airways
Indonesia,29-10-2018,189,Boeing 737 MAX 8,near Tanjung Bungin,Lion Air
France,31-10-2018,0,Airbus A330-203,Paris-Charle...,Air France
France,31-10-2018,0,Airbus A330-323,Paris-Charle...,Delta Air Lines
Canada,07-11-2018,0,Boeing 747-412F,Halifax-Stan...,Sky Lease Cargo
Russia,08-11-2018,0,Antonov An-2R,near Arkhangelsk-...,2nd Arkhangelsk United Aviation Division
Guyana,09-11-2018,1,Boeing 757-23N,Georgetown-C...,Fly Jamaica Airways
Pakistan,09-11-2018,0,Lockheed C-130E Hercules,Chaklala-PAF...,Pakistan AF
Canada,21-11-2018,0,Swearingen SA227-AC Metro III,Deer Lake Ai...,Perimeter Aviation
Bolivia,22-11-2018,0,"	Boeing 737-53C",La Paz-El Al...,Peruvian Airlines
Brazil,26-11-2018,4,Cessna 525 Citation M2,near JequitaC--Faz...,ARG Ltda.
USA,30-11-2018,3,Cessna 525A CitationJet CJ2+,"near Memphis, IN",Estoair LLC
USA,30-11-2018,0,Cessna 550 Citation II,Fargo-Hector...,"Dirt Dynamics, Inc."
Greece,04-12-2018,0,Airbus A320-214,Athens-Eleft...,Ellinair
Pacific Ocean,06-12-2018,5,Lockheed Martin KC-130J,"near Muroto Cape,...",USMC
Australia,08-12-2018,1,BN-2A-20 Islander,"near Hobart, TAS",Par-Avion
Guatemala,08-12-2018,0,Beech 200 King Air,"Corozo, SarstC:n",Unknown
Australia,08-12-2018,0,Beech 200 Super King Air,Mount Gambie...,Desert-Air Safaris
Hong Kong,11-12-2018,0,Boeing 777-333ER,Hong Kong-Ch...,Air Canada
USA,20-12-2018,4,Cessna 560 Citation V,near Atlanta-Fult...,Chen Aircrafts LLC
D.R. Congo,20-12-2018,7,Antonov An-26B,near Kinshasa-N'D..., Gomair
Venezuela,22-12-2018,0,PZL-Mielec M28 Skytruck,Kamarata Air...,Venezuela ANG
D.R. Congo,24-12-2018,0,Antonov An-26B,Beni Airport...,D.R. Congo AF
USA,12-01-2019,0,Canadair CL-600 Challenger 601,Ox Ranch Air...,TW 601-C Investment LLC
Iran,14-01-2019,15,Boeing 707-3J9C,Fat'h Airport,"Iran AF, op.for Saha Air"
Guyana,16-01-2019,0,Cessna 208B Grand Caravan,Ogle Airport...,ASL
USA,21-01-2019,2,AMI DC-3-65TP,near Kidron-Stolt...,Priority Air Charter
D.R. Congo,21-01-2019,0,Boeing 737-330 (QC),Kinshasa-N'D..., Serve Air
Russia,22-01-2019,0,Boeing 737-8LJ (WL),Khanty-Mansi...,Aeroflot
Canada,23-01-2019,0,DHC-8-102 Dash 8,Rouyn Airpor...,Air Creebec
Turkey,26-01-2019,0,Airbus A321-231,Antalya Airp...,Onur Air
Spain,28-01-2019,0,ATR 72-500 (72-212A),Palma de Mal...,"Air Europa, opb Swiftair"
USA,29-01-2019,3,Beech B200 Super King Air,"near Kake, AK",Guardian Flight
Canada,30-01-2019,2,Beech 200 Super King Air,near WhatC,/Lac La...,Air Tindi
Sudan,04-02-2019,0,Boeing 737-300,Khartoum-Civ...," Tarco Airlines, opf Sudan Airways"
USA,08-02-2019,1,Convair C-131B Samaritan,near Bay Harbor I...,Conquest Air Cargo
Denmark,08-02-2019,0,Airbus A321-251N,Billund Airp...,Novair
Kenya,09-02-2019,0,Embraer ERJ-190AR (ERJ-190-100 IGW),Nairobi-Jomo...,Kenya Airways
Kenya,09-02-2019,0,Embraer ERJ-190AR (ERJ-190-100 IGW),Nairobi-Jomo...,Kenya Airways
